ParkName,State,partySize,BookingType,RateType,Equipment
Porters Lake,NS ,3,CampsitePermit,Full,Tents
Porters Lake,NB ,3,CampsitePermit,Full,Tents
Thomas Raddall,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NB ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Amherst Shore,NB ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,3,CampsitePermit,Full,Tents
Five Islands,NB ,3,CampsitePermit,Full,ST
Mira River,ON ,3,CampsitePermit,Full,ST
Rissers Beach,QC ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Mira River,NS ,1,CampsitePermit,Senior,ST
The Islands,NS ,2,CampsitePermit,Full,ST
Blomidon,QC ,3,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,5,CampsitePermit,Full,LT 20ft
Five Islands,NS ,4,CampsitePermit,Full,Tents
Laurie,NS ,4,CampsitePermit,Senior,ST
Mira River,NS ,2,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Five Islands,PE ,2,CampsitePermit,Full,LT 30ft
The Islands,BC ,3,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Laurie,NS ,6,CampsitePermit,Full,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,LT 20ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Senior,LT 20ft
Mira River,NS ,2,CampsitePermit,Full,LT 30ft
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Cape Chignecto,QC ,3,BackcountryPermit,Full,ST
Five Islands,ON ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT 20ft
Blomidon,ON ,4,CampsitePermit,Full,LT 30ft
Caribou Munroes,ON ,4,CampsitePermit,Full,LT 20ft
Whycocomagh,NS ,2,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Rissers Beach,ON ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Whycocomagh,NS ,6,CampsitePermit,Full,Tents
Graves Island,QC ,1,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NL ,1,CampsitePermit,Full,ST
Ellenwood Lake,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT 40ft
Blomidon,BC ,2,CampsitePermit,Senior,LT 30ft
Blomidon,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Senior,LT 20ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Ellenwood Lake,QC ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Senior,LT 20ft
Dollar Lake,NS ,6,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,LT 30ft
Five Islands,NB ,5,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Senior,Tents
Mira River,QC ,2,CampsitePermit,Senior,LT 30ft
Graves Island,NS ,1,CampsitePermit,Senior,LT 30ft
Battery,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,NS ,4,CampsitePermit,Full,LT 20ft
Valleyview,NS ,2,CampsitePermit,Full,LT 20ft
Laurie,ON ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,ON ,2,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Senior,LT 40ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Cape Chignecto,QC ,2,BackcountryPermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Veteran,LT 30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Cape Chignecto,QC ,2,BackcountryPermit,Full,ST
Caribou Munroes,NS ,6,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,1,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Senior,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,NS ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,6,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Senior,Tents
Rissers Beach,NS ,6,CampsitePermit,Full,LT 30ft
Amherst Shore,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NL ,4,CampsitePermit,Full,LT 20ft
The Islands,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,3,CampsitePermit,Full,LT 20ft
Porters Lake,QC ,1,CampsitePermit,Full,ST
Boylston,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,FULL,ST
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Laurie,NS ,2,CampsitePermit,Full,LT 20ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Salsman,NS ,1,CampsitePermit,Senior,ST
Porters Lake,NB ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT 40ft
Laurie,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,ON ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT 20ft
Battery,ON ,2,CampsitePermit,Full,ST
Porters Lake,NS ,1,CampsitePermit,Full,ST
Valleyview,NS ,5,CampsitePermit,Full,LT 30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Salsman,NS ,3,CampsitePermit,Full,LT 20ft
Laurie,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,5,CampsitePermit,Full,LT 30ft
Smileys,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,5,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,NS ,3,CampsitePermit,Full,ST
Five Islands,NS ,1,CampsitePermit,Full,LT 20ft
Laurie,NS ,1,CampsitePermit,Full,ST
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT 40ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Thomas Raddall,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,ST
Boylston,BC ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,3,CampsitePermit,Full,LT 20ft
Battery,QC ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NB ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT 40ft
Battery,NB ,2,CampsitePermit,Full,ST
Smileys,QC ,2,CampsitePermit,Senior,LT 20ft
Amherst Shore,NS ,4,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,4,CampsitePermit,Full,Tents
Five Islands,NS ,2,CampsitePermit,Full,ST
Dollar Lake,ON ,5,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,Tents
Smileys,SK ,1,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,1,CampsitePermit,Full,ST
Valleyview,QC ,3,CampsitePermit,Full,LT 30ft
Mira River,AB ,2,CampsitePermit,Senior,Greater than 40ft
Blomidon,QC ,2,CampsitePermit,Full,ST
The Islands,NS ,4,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT 40ft
Dollar Lake,NB ,6,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,BC ,3,CampsitePermit,Full,Tents
Mira River,NS ,3,CampsitePermit,Full,LT 40ft
The Islands,NS ,2,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,Tents
Caribou Munroes,ON ,3,CampsitePermit,Full,ST
The Islands,ON ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,LT 20ft
Battery,SK ,2,CampsitePermit,Senior,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,6,CampsitePermit,Full,LT 30ft
Caribou Munroes,NB ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Senior,Tents
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,NB ,4,CampsitePermit,Senior,ST
Amherst Shore,NS ,2,CampsitePermit,Veteran,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT 30ft
Mira River,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Blomidon,ON ,1,CampsitePermit,Full,ST
Graves Island,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,NB ,3,CampsitePermit,Full,LT 20ft
Mira River,NS ,4,CampsitePermit,Full,LT 20ft
Boylston,NS ,4,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT 30ft
Porters Lake,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,6,CampsitePermit,Full,LT 30ft
Caribou Munroes,AB ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Boylston,ON ,2,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,LT 40ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT 20ft
Amherst Shore,ON ,2,CampsitePermit,Full,ST
Blomidon,QC ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,6,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Greater than 40ft
The Islands,NS ,4,CampsitePermit,Full,LT 20ft
Whycocomagh,BC ,2,CampsitePermit,Senior,LT 20ft
Five Islands,NS ,3,CampsitePermit,Full,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Laurie,QC ,2,CampsitePermit,Full,ST
Rissers Beach,ON ,2,CampsitePermit,Senior,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,ON ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Battery,PE ,2,CampsitePermit,Senior,ST
Mira River,ON ,2,CampsitePermit,Senior,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Dollar Lake,NS ,2,CampsitePermit,Full,LT 30ft
The Islands,NS ,3,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,NS ,2,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT 40ft
Mira River,NS ,2,CampsitePermit,Full,LT 20ft
Laurie,NS ,2,CampsitePermit,Senior,LT 40ft
Mira River,NS ,3,CampsitePermit,Full,LT 40ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Five Islands,ON ,2,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Rissers Beach,ON ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 40ft
Porters Lake,NS ,2,CampsitePermit,Veteran,LT 40ft
Amherst Shore,NB ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,ST
Amherst Shore,PE ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT 30ft
Five Islands,QC ,2,CampsitePermit,Senior,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,ST
Caribou Munroes,BC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Porters Lake,ON ,2,CampsitePermit,Senior,LT 20ft
Mira River,NS ,4,CampsitePermit,Full,LT 30ft
Mira River,NB ,2,CampsitePermit,Full,LT 40ft
Porters Lake,NS ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Whycocomagh,ON ,5,CampsitePermit,Senior,Tents
Mira River,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,3,CampsitePermit,Full,LT 20ft
Five Islands,NS ,3,CampsitePermit,Full,Tents
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,3,CampsitePermit,Full,LT 20ft
Valleyview,NS ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,5,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 20ft
Mira River,NS ,2,CampsitePermit,Senior,LT 20ft
Blomidon,PE ,6,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Thomas Raddall,ON ,1,CampsitePermit,Full,ST
Mira River,QC ,1,CampsitePermit,Full,ST
Mira River,NS ,6,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Porters Lake,NS ,1,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,6,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,6,CampsitePermit,Full,LT 30ft
Graves Island,NS ,4,CampsitePermit,Full,LT 30ft
Salsman,NS ,1,CampsitePermit,Senior,LT 40ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Battery,BC ,2,CampsitePermit,Senior,ST
Whycocomagh,NS ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,LT 30ft
Mira River,QC ,2,CampsitePermit,Full,LT 20ft
Laurie,BC ,4,CampsitePermit,Full,LT 30ft
Graves Island,PE ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT 20ft
Mira River,NS ,5,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Whycocomagh,NS ,2,CampsitePermit,Full,LT 30ft
Mira River,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Five Islands,BC ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,LT 20ft
Cape Chignecto,NB ,2,BackcountryPermit,Full,ST
Five Islands,NS ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Veteran,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Mira River,QC ,3,CampsitePermit,Full,ST
Five Islands,NB ,4,CampsitePermit,Senior,ST
Laurie,ON ,3,CampsitePermit,Full,LT 20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Salsman,QC ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Cape Chignecto,NS ,1,BackcountryPermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,NS ,1,CampsitePermit,Full,ST
Valleyview,NS ,5,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Cape Chignecto,NS ,4,BackcountryPermit,Full,ST
Amherst Shore,ON ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,4,CampsitePermit,Full,LT 30ft
Mira River,QC ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,1,CampsitePermit,Full,ST
Graves Island,BC ,1,CampsitePermit,Full,ST
Salsman,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,1,CampsitePermit,Senior,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Boylston,NS ,2,CampsitePermit,Full,LT 40ft
Graves Island,NS ,4,CampsitePermit,Full,LT 20ft
Mira River,AB ,2,CampsitePermit,Senior,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT 20ft
Mira River,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Laurie,ON ,6,CampsitePermit,Full,Tents
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,3,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 40ft
Amherst Shore,NL ,3,CampsitePermit,Full,Tents
Blomidon,ON ,4,CampsitePermit,Full,ST
Whycocomagh,ON ,2,CampsitePermit,Senior,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Blomidon,ON ,2,CampsitePermit,Senior,ST
Mira River,QC ,2,CampsitePermit,Full,LT 40ft
Rissers Beach,NS ,1,CampsitePermit,Senior,ST
Amherst Shore,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Graves Island,ON ,1,CampsitePermit,Full,ST
Mira River,NB ,3,CampsitePermit,Senior,LT 30ft
Five Islands,NB ,4,CampsitePermit,Senior,LT 20ft
Cape Chignecto,NB ,4,BackcountryPermit,Full,ST
Graves Island,ON ,2,CampsitePermit,Senior,LT 40ft
Thomas Raddall,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Valleyview,ON ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Graves Island,QC ,2,CampsitePermit,Full,ST
Valleyview,ON ,4,CampsitePermit,Full,LT 20ft
Blomidon,NS ,1,CampsitePermit,Full,ST
The Islands,QC ,1,CampsitePermit,Full,LT 30ft
Graves Island,NS ,4,CampsitePermit,Full,LT 30ft
Smileys,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,Tents
Thomas Raddall,NS ,2,CampsitePermit,Senior,LT 30ft
Porters Lake,NS ,4,CampsitePermit,Full,LT 20ft
The Islands,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,LT 30ft
Valleyview,AB ,1,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT 40ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT 30ft
Porters Lake,ON ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,2,CampsitePermit,Senior,ST
Graves Island,BC ,1,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Blomidon,QC ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,3,CampsitePermit,Full,Tents
Mira River,ON ,2,CampsitePermit,Senior,ST
Whycocomagh,ON ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 30ft
Mira River,NS ,3,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT 20ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Blomidon,AB ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Laurie,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Amherst Shore,NS ,2,CampsitePermit,Senior,LT 20ft
Mira River,NS ,4,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Blomidon,NS ,6,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Senior,LT 30ft
Caribou Munroes,QC ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,6,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Whycocomagh,ON ,2,CampsitePermit,Senior,LT 20ft
Valleyview,NS ,5,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 30ft
Graves Island,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Amherst Shore,NS ,4,CampsitePermit,Full,Tents
Boylston,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,NS ,6,CampsitePermit,Full,LT 20ft
Whycocomagh,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,QC ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,LT 20ft
The Islands,ON ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,6,CampsitePermit,Full,LT 30ft
Five Islands,ON ,1,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,LT 20ft
Laurie,NS ,3,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Senior,LT 40ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,LT 20ft
Blomidon,NS ,7,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,QC ,1,CampsitePermit,Full,ST
The Islands,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,Tents
Whycocomagh,QC ,2,CampsitePermit,Full,LT 20ft
Smileys,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,3,CampsitePermit,Full,ST
Smileys,NB ,2,CampsitePermit,Full,ST
The Islands,NB ,2,CampsitePermit,Full,LT 30ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Mira River,NS ,5,CampsitePermit,Full,LT 40ft
Mira River,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Smileys,NS ,5,CampsitePermit,Full,Tents
